,NumOfProducts,HasCrCard,IsActiveMember,Gender,CustomerId,Surname,CreditScore,Age,Tenure,Balance,EstimatedSalary
2995,1,1,0,Female,15582492,Moore,535,29,2,112367.34,185630.76
4252,1,1,0,Male,15787830,Bailey,452,33,7,153663.27,111868.23
3411,1,0,0,Female,15815628,Moysey,711,37,8,113899.92,80215.2
7962,1,0,1,Female,15623630,Foster,634,56,3,116251.24,42429.88
6309,2,0,1,Male,15785342,Shipp,705,25,9,0.0,112331.19
8611,2,1,0,Female,15617029,Young,596,30,1,0.0,8125.39
5012,2,1,1,Male,15703106,K'ung,575,40,5,0.0,122488.59
7750,2,1,1,Male,15805162,Sutherland,550,25,0,0.0,184221.11
5979,2,0,0,Female,15698167,Kumm,677,24,0,148298.59,182913.95
4048,2,1,1,Female,15653715,Coates,602,63,7,0.0,56323.21
4899,1,1,1,Female,15696852,Hsu,803,32,9,192122.84,54277.45
1318,3,1,1,Female,15665077,Vogel,598,43,5,0.0,100722.72
9772,2,1,1,Male,15750549,Akobundu,660,30,1,84440.1,60485.98
9137,1,1,0,Female,15583026,Welch,535,38,0,135919.33,80425.65
7142,2,1,0,Female,15654859,Ngozichukwuka,612,63,2,131629.17,122109.58
1897,2,0,0,Female,15735428,Talbot,673,37,0,0.0,82351.06
7465,1,0,1,Male,15772941,Lane,666,30,3,110153.27,74849.46
603,1,1,0,Male,15592387,Burke,566,30,5,0.0,54926.51
2846,2,1,0,Male,15674950,Ebelechukwu,544,39,4,142406.43,146637.45
8207,2,1,1,Male,15635125,Findlay,566,63,2,120787.18,52198.84
393,2,0,0,Male,15684548,Demidov,556,38,8,0.0,417.41
4436,1,1,0,Male,15664498,Golovanov,508,26,7,205962.0,156424.4
9447,2,0,1,Female,15810390,Amadi,718,41,1,0.0,27509.52
7234,1,1,1,Female,15624595,Chiang,512,35,5,124580.69,18785.48
5398,1,1,1,Male,15648933,Reilly,831,44,3,111100.98,28144.07
95,1,0,1,Male,15699461,Fiorentini,515,35,10,176273.95,121277.78
1662,1,0,1,Male,15800229,Thorpe,695,40,7,139022.24,193383.13
8970,2,1,1,Male,15636105,Chung,758,61,2,0.0,43982.41
5130,2,0,1,Male,15631721,Millar,691,38,9,163965.69,103511.26
1488,4,1,0,Male,15625824,Kornilova,596,30,6,121345.88,41921.75
8316,2,1,1,Male,15592025,Nnaemeka,651,53,7,0.0,130132.41
2707,1,0,0,Female,15628203,Pai,637,38,3,104339.56,119882.86
1595,2,1,0,Male,15711378,Willis,677,38,4,0.0,187800.63
9277,1,1,1,Male,15604832,Hsia,633,29,7,0.0,130224.73
2377,2,0,1,Male,15637650,Williams,549,50,9,94748.76,13608.18
5140,2,0,0,Female,15617790,Hanson,626,29,4,105767.28,41104.82
6147,2,1,0,Male,15690526,Tuan,690,31,2,137260.45,55387.28
8241,2,1,0,Male,15592451,Lombardi,565,32,9,0.0,5388.3
3948,2,0,1,Male,15743818,Rowley,748,58,9,122330.7,124429.19
3933,2,0,0,Male,15758013,Napolitano,698,37,5,98400.61,25017.28
4797,1,1,1,Female,15666173,Chidumaga,793,32,1,96408.98,138191.81
4372,1,0,0,Male,15730137,Udegbulam,628,31,0,88421.81,72350.47
9862,2,1,1,Male,15651958,Giles,756,27,8,0.0,157932.75
8242,1,0,1,Female,15790455,Obialo,478,50,2,0.0,93332.64
3448,1,1,0,Female,15610903,Chukwueloka,560,31,5,125341.69,79547.39
2943,1,0,0,Female,15639277,Lin,678,41,9,0.0,13160.03
2465,1,0,1,Female,15612071,Wilson,763,32,10,95153.77,81310.1
8582,1,0,1,Male,15637947,Wei,668,32,1,134446.04,111241.37
5506,2,0,1,Male,15697028,McClinton,590,34,0,65812.35,160346.3
2698,3,1,0,Female,15729954,Azuka,586,28,5,0.0,170487.4
2447,1,0,1,Male,15715769,Hao,621,26,2,75237.54,44220.4
19,2,1,1,Female,15568982,Hao,726,24,6,0.0,54724.03
2748,1,1,0,Male,15753332,Loftus,401,48,8,128140.17,175753.55
5399,1,1,1,Male,15628904,Bowen,733,35,8,102918.38,45959.86
8078,2,1,1,Female,15618446,Nnonso,576,50,8,0.0,57802.62
6871,1,1,0,Female,15658067,Walker,636,48,3,120568.41,190160.04
4708,2,0,0,Male,15811985,Power,530,44,6,0.0,55893.37
9476,1,1,0,Female,15571529,Kirby,650,48,7,138232.24,57594.78
809,1,1,0,Female,15778463,Ikenna,657,37,6,95845.6,122218.23
7477,1,0,0,Female,15646190,Saunders,677,56,0,119963.45,158325.87
2273,1,0,1,Female,15679299,Shen,726,27,7,123826.07,78970.58
1923,1,1,0,Male,15629575,Wheare,717,36,2,148061.89,179128.69
1470,2,1,1,Female,15762332,Ulyanova,568,31,1,61592.14,61796.64
7934,1,1,1,Male,15803886,Barber,629,31,6,132876.55,130862.11
7407,2,1,0,Male,15766663,Mahmood,639,22,4,0.0,28188.96
2406,1,1,1,Male,15725039,McIntyre,702,32,8,71667.74,126082.18
1142,2,1,0,Male,15763625,Hazon,793,41,9,0.0,152153.74
1747,1,1,0,Male,15659486,Yudina,586,34,9,74309.81,15034.93
5709,1,1,0,Female,15606158,Genovese,644,39,9,0.0,3740.93
4975,2,1,0,Male,15573278,Kennedy,743,39,6,0.0,44265.28
7300,1,0,0,Male,15788224,Sanderson,669,45,1,123949.75,110881.56
8148,1,1,1,Male,15572777,Meng,780,47,7,86006.21,37973.13
2833,1,1,0,Male,15680346,Chuang,683,40,8,0.0,75848.22
3131,2,0,1,Female,15614187,Pottinger,648,39,3,126935.98,57995.74
1310,1,1,1,Female,15759317,Vasilieva,748,27,2,90971.85,131662.47
8650,2,1,0,Male,15731865,Unwin,637,27,1,0.0,91291.2
6774,2,1,1,Female,15569432,Macleod,656,48,9,0.0,85240.61
6756,2,1,1,Female,15659567,Ch'iu,473,39,9,117103.26,85937.52
620,1,1,0,Male,15682585,Guerra,593,35,9,114193.24,71154.1
2701,2,1,0,Female,15797010,Shen,649,31,2,0.0,15200.61
2199,1,1,0,Male,15770174,Piazza,762,29,6,141389.06,54122.89
6196,1,1,1,Male,15576304,Bailey,698,29,5,95167.55,152723.23
8824,2,1,1,Female,15752388,Doyle,643,35,6,0.0,41549.64
1046,1,1,0,Female,15644200,Hamilton,807,42,1,0.0,16500.66
5768,1,0,1,Male,15729083,Gorman,674,36,2,154525.7,27468.72
9947,2,1,1,Male,15732202,Abramovich,615,34,1,83503.11,73124.53
9019,2,1,1,Male,15810227,Fanucci,421,34,2,0.0,96615.23
743,3,0,0,Female,15641675,Kirillova,611,49,2,88915.37,161435.02
222,2,1,1,Male,15727829,McIntyre,567,42,2,0.0,167984.61
3149,1,1,0,Female,15723373,Page,643,34,8,117451.47,65374.86
625,1,0,0,Male,15604119,Alderete,850,35,7,110349.82,126355.8
9334,2,1,1,Male,15777217,Somadina,641,25,10,0.0,180808.39
7566,1,1,0,Male,15732943,Okwuoma,574,36,4,77967.5,167066.95
4582,2,0,0,Male,15663625,Johnson,501,37,4,0.0,12470.3
5711,1,1,1,Female,15730345,Miah,617,35,2,104508.1,147636.46
3284,1,1,1,Male,15724150,Nkemdirim,814,48,9,136596.85,185791.9
7585,1,1,1,Female,15580579,Trevisani,490,40,1,0.0,49594.19
9646,1,1,0,Male,15603111,Muir,850,71,10,69608.14,97893.4
1530,2,1,1,Female,15640953,Bligh,611,26,2,107508.93,120801.65
9685,1,0,0,Male,15644280,Udegbunam,593,45,4,138825.19,10828.78
353,2,1,1,Male,15812007,Power,670,25,6,0.0,78358.94
2474,2,1,0,Female,15693199,Shao,739,37,8,0.0,191557.1
8013,1,1,0,Male,15809872,Ikechukwu,650,32,2,84906.45,163216.48
6475,1,0,0,Male,15566030,Tu,497,41,5,80542.81,88729.22
6449,2,0,0,Male,15625706,White,693,45,2,116546.59,23140.28
239,2,0,1,Male,15795149,Stevens,703,28,2,81173.83,162812.16
2625,1,1,0,Male,15600724,Scott,567,29,5,129750.68,109257.59
9786,2,1,1,Male,15609521,Chimaraoke,803,34,4,142929.16,114869.56
7198,1,1,0,Male,15773934,Fang,670,33,6,88294.6,66979.06
7692,1,1,0,Male,15807889,Wood,634,74,5,108891.7,10078.02
2997,1,0,1,Female,15756820,Fleming,655,26,7,106198.5,32020.42
6440,1,0,1,Female,15772559,Burrows,790,47,10,148636.21,16119.96
4562,2,1,0,Male,15795895,Yermakova,678,36,1,117864.85,27619.06
8614,1,1,0,Male,15809515,Lewis,797,32,1,151922.94,8877.06
1479,2,1,1,Male,15640260,Okorie,595,32,8,131081.66,69428.79
1018,1,1,0,Female,15602010,Zikoranaudodimma,850,45,5,103909.86,60083.11
3094,2,0,0,Female,15738448,Sanford,480,25,3,174330.35,181647.13
6182,2,1,0,Female,15723786,Morris,709,37,9,0.0,16733.59
4960,2,1,1,Male,15767626,Carpenter,811,42,10,0.0,3797.79
8492,2,0,1,Male,15804104,Romani,494,28,9,114731.76,79479.74
1103,2,1,0,Female,15780144,Tisdall,512,32,2,123403.85,80120.19
6081,1,0,1,Male,15813159,Hairston,526,52,8,93590.47,21228.71
9525,1,1,0,Female,15699415,Lewis,618,46,6,150213.71,120668.46
5190,2,1,0,Male,15579548,Nicholson,735,36,5,0.0,105152.17
4181,1,1,0,Male,15675842,Pinto,656,26,4,139584.57,36308.93
4467,2,1,0,Male,15595391,Norris,538,31,1,0.0,1375.46
1626,2,1,1,Female,15588248,Hs?,617,28,0,0.0,7597.83
6717,1,0,1,Female,15586674,Shaw,663,58,5,216109.88,74176.71
3798,2,1,0,Female,15621834,Game,700,43,0,0.0,59475.35
3053,2,1,0,Female,15610140,He,601,34,5,0.0,27022.57
2867,1,0,1,Female,15654211,Milani,559,27,1,0.0,1050.33
1432,1,1,1,Female,15687959,Landman,573,44,4,0.0,94862.93
7983,1,1,0,Female,15628272,Singh,774,36,9,114997.42,75304.09
9346,1,1,1,Male,15805681,Chamberlain,716,41,9,0.0,113267.48
9419,1,1,1,Male,15798605,Tien,686,26,1,57422.62,79189.4
4076,1,1,0,Female,15676404,Kirillov,672,50,1,0.0,12106.82
217,2,0,0,Female,15786308,Millar,730,33,9,0.0,176576.62
3555,1,1,1,Female,15629094,Fomin,528,36,1,156948.41,149912.28
7936,2,1,0,Male,15617401,Thomson,468,22,2,0.0,28123.99
8421,1,1,0,Male,15658258,Trejo,693,43,6,128760.32,36342.79
1034,2,0,1,Male,15689176,Fabro,663,46,3,0.0,176276.1
3773,3,1,1,Female,15747854,Rudd,749,35,3,0.0,132649.85
4132,1,0,1,Female,15737571,Matveyev,540,28,6,84121.04,80698.54
2335,2,1,1,Female,15581440,Christie,724,48,6,110463.25,80552.11
6492,2,0,0,Female,15643121,Chu,753,35,5,82453.96,18254.75
1482,1,1,1,Male,15605968,Fancher,574,26,8,97460.1,43093.67
906,1,1,1,Male,15814275,Zikoranachidimma,685,33,6,174912.72,43932.54
6088,2,1,0,Female,15752912,Perkin,661,30,7,0.0,72196.57
6466,1,1,1,Male,15763683,Northern,678,32,4,139626.01,118235.52
5676,2,0,1,Female,15568104,Zubarev,749,26,6,0.0,34948.77
2770,2,1,1,Female,15693347,Gardener,676,32,5,0.0,75465.41
1805,2,1,0,Female,15607381,King,769,31,7,148913.72,53817.23
7374,1,1,1,Female,15696287,Converse,682,38,1,116520.28,49833.5
2114,1,1,0,Male,15746594,Wu,732,33,8,0.0,119882.7
4534,2,1,0,Male,15629475,Clark,656,41,2,0.0,158973.77
2531,1,1,1,Male,15752300,Sagese,607,47,4,148826.32,79450.61
8525,1,1,1,Female,15751084,Mancini,712,29,8,140170.61,38170.04
3470,2,0,1,Female,15585280,Kinney,649,36,2,0.0,75035.48
1402,1,1,0,Male,15613282,Vorobyova,757,29,8,130306.49,77469.38
852,1,1,1,Female,15677610,Chambers,511,41,8,153895.65,39087.42
3082,1,1,0,Female,15759066,Carpenter,483,44,5,136836.49,192359.9
8024,1,1,1,Male,15743051,Hamilton,694,30,10,144684.03,31805.49
7565,1,1,0,Male,15623369,Clifton,708,52,10,105355.81,123.07
5529,2,1,0,Male,15812647,Yin,691,34,8,133936.04,91359.79
7854,2,0,1,Male,15801256,Bazhenov,746,49,7,0.0,10096.25
4932,1,0,0,Female,15661548,Ferri,683,29,0,157829.12,129891.66
5159,1,1,1,Female,15651103,Sal,762,69,9,183744.98,196993.69
9715,2,1,0,Female,15762573,Bednall,680,34,7,0.0,98949.85
3846,2,1,1,Female,15737354,Yin,554,48,7,0.0,63708.07
6483,2,1,0,Male,15621195,Ch'eng,619,41,3,147974.16,170518.83
747,1,1,0,Female,15587535,Onyemauchechukwu,450,46,5,177619.71,54227.06
3034,1,1,1,Male,15668504,Lucchesi,770,36,2,89800.14,105922.69
347,1,1,1,Male,15747358,Russell,643,59,3,170331.37,32171.79
3351,1,1,0,Female,15792729,Holland,474,34,9,176311.36,160213.27
2864,1,1,1,Male,15597033,Speight,708,37,8,153366.13,26912.34
2167,2,0,1,Male,15780846,Redding,787,33,1,126588.81,62163.53
6954,1,1,1,Male,15799042,Zaytseva,611,38,7,0.0,63202.0
6209,1,0,0,Female,15714062,Millar,690,40,9,77641.99,189051.59
2777,1,1,0,Female,15776233,Kruglova,758,61,8,125397.21,182184.09
1441,1,1,1,Male,15688713,McCall,627,44,6,0.0,114469.55
5657,1,0,1,Male,15763381,Chan,496,30,0,90963.49,27802.0
9657,1,1,1,Male,15740043,Young,606,32,5,83161.65,116885.59
3027,1,0,0,Female,15792102,Yefremova,774,42,3,137781.65,199316.19
6117,2,1,0,Male,15674928,Mullah,850,37,2,0.0,119969.99
2483,2,1,0,Male,15766896,Chieloka,750,37,3,0.0,16870.2
2882,2,1,1,Male,15685829,McKay,551,37,3,0.0,50578.4
5561,1,1,1,Female,15583073,Martin,771,56,2,0.0,25222.6
763,1,1,0,Female,15622750,Chu,742,21,1,114292.48,31520.4
6481,2,1,0,Male,15664752,Jack,606,39,8,136000.45,31708.53
1616,2,1,1,Female,15665695,Potter,594,49,4,0.0,23631.55
1222,1,1,0,Male,15616280,Hsia,536,46,1,65733.41,61094.53
8664,2,1,1,Female,15666332,Donaldson,690,48,2,0.0,3149.1
6221,3,1,0,Female,15603554,Berkeley,513,45,0,164649.52,49915.52
1576,2,1,1,Female,15647474,Niu,613,40,9,95624.36,60706.33
9391,2,1,1,Male,15639665,Herbert,846,61,0,0.0,96202.44
6350,1,0,1,Male,15799600,Coles,640,48,1,111599.32,135995.58
3782,1,1,0,Female,15680449,Hsing,431,44,2,138843.7,37688.31
4374,2,0,1,Male,15717290,Onyekaozulu,688,41,2,112871.19,65520.74
708,2,0,1,Female,15649423,Cooper,580,35,8,0.0,10357.03
509,2,1,1,Female,15598883,King,599,37,2,0.0,143739.29
2954,2,1,0,Female,15775562,Shoobridge,538,33,5,0.0,126962.41
7537,1,1,1,Female,15773776,Ho,655,38,6,0.0,188639.28
6338,1,0,0,Male,15784161,Hargreaves,583,39,8,102945.01,52861.89
8922,2,1,0,Male,15624703,Okonkwo,550,35,9,129847.75,197325.4
7063,2,1,1,Male,15766183,Ferguson,580,76,2,130334.84,51672.08
7162,1,1,0,Male,15780088,Porter,607,34,9,132439.99,177747.72
7371,2,1,0,Male,15624850,Grant,850,30,10,153972.89,62811.03
6828,2,1,0,Male,15806134,Storey,707,34,9,162691.16,94912.78
3615,3,0,0,Male,15639357,Allan,415,46,9,134950.19,178587.36
4656,1,1,1,Female,15654489,Fomin,843,38,8,134887.53,10804.04
6975,1,1,0,Male,15644856,Bird,556,38,2,115463.16,150679.65
4350,2,1,0,Female,15754072,Dennis,840,36,6,0.0,141364.27
711,1,1,0,Male,15650288,Summers,634,35,6,116269.01,129964.94
6478,1,1,1,Male,15573348,Maclean,850,35,9,102050.47,3769.71
9129,1,0,1,Female,15747288,Ferri,838,40,6,61671.19,150659.35
8204,1,1,0,Female,15570141,P'eng,724,34,3,132352.69,80320.3
9203,2,0,0,Male,15774401,Chambers,773,51,4,0.0,123587.83
712,1,1,0,Male,15629448,Brady,632,38,1,120599.21,92816.86
9112,1,1,1,Male,15567339,Shaw,735,73,9,0.0,114283.33
1245,1,1,0,Female,15658052,Cameron,626,44,10,81553.93,20063.63
9785,2,0,0,Female,15609187,Cox,455,27,5,155879.09,70774.97
6848,2,0,0,Female,15634628,Brown,579,33,1,65667.79,164608.98
5133,1,0,1,Male,15668104,Kerr,479,37,6,118433.94,160060.9
715,2,1,0,Male,15578977,Robinson,786,34,9,0.0,144517.19
3463,1,1,0,Male,15791216,Mann,600,43,8,133379.41,177378.66
4394,2,0,1,Male,15669175,Ts'ai,479,24,6,107637.97,169505.83
4568,1,1,1,Male,15672875,Piccio,584,32,8,40172.91,137439.34
8803,1,1,1,Male,15741181,Ndubuagha,721,41,6,135071.12,64477.25
8489,2,0,1,Female,15686538,Nixon,522,41,7,0.0,176780.39
7701,1,0,0,Female,15702801,Ts'ao,677,29,3,86616.35,91903.9
212,2,0,0,Female,15573152,Glassman,620,41,9,0.0,88852.47
9767,1,1,1,Male,15610419,Chukwueloka,554,33,3,117413.95,12766.74
6838,2,1,1,Male,15680804,Abbott,850,29,6,0.0,10672.54
1010,1,1,0,Male,15799811,Herrera,724,40,10,0.0,127847.25
323,2,0,0,Female,15585215,Yuan,763,31,4,0.0,50404.72
5396,2,1,1,Male,15691011,Shoebridge,591,42,9,161651.37,131753.97
5990,2,1,1,Female,15625494,Li Fonti,573,32,9,125321.84,130234.63
3172,1,0,0,Male,15692819,Toscani,665,32,1,132178.67,11865.76
334,1,1,0,Female,15742668,Day,626,37,6,108269.37,5597.94
8305,3,1,1,Male,15605698,Harrison,746,58,3,0.0,80344.96
2210,3,0,1,Female,15769917,Onyekachi,673,34,1,127122.79,76703.1
4271,2,0,1,Male,15707132,Yudin,465,33,5,0.0,78698.09
6740,1,0,1,Female,15618816,Yu,670,40,2,147171.2,69850.04
233,2,0,1,Male,15723886,Fiore,767,20,3,119714.25,150135.38
5950,3,1,0,Female,15806808,Hope,834,57,8,112281.6,140225.14
5737,2,1,1,Female,15575428,Mistry,682,35,2,117438.92,16910.98
7921,2,1,1,Female,15702293,Medvedeva,588,35,7,0.0,108739.15
2348,1,0,0,Male,15775203,Chia,824,45,3,129209.48,60151.77
2036,1,0,1,Male,15756875,Freeman,782,34,6,147422.44,42143.61
7484,1,0,1,Female,15646563,Wright,772,35,9,0.0,25448.31
6006,2,1,0,Female,15636395,King,529,31,5,0.0,26817.23
4553,2,1,0,Male,15763613,Barlow,581,30,1,0.0,199464.08
8072,1,1,0,Male,15661473,Boni,780,51,4,126725.25,195259.31
1458,2,1,1,Male,15678385,Lange,465,25,2,78247.31,10472.31
3288,1,1,1,Female,15807837,Mazzanti,640,30,6,107499.7,187632.22
3064,2,1,0,Male,15762228,Barnes,506,35,6,110046.93,26318.73
9436,3,1,0,Male,15771000,Powell,684,38,4,0.0,75609.84
774,2,1,0,Male,15789158,Nikitina,636,49,6,113599.74,158887.09
6832,2,1,0,Female,15688498,Chu,594,21,2,87096.82,168186.11
871,3,1,0,Female,15692750,McGregor,629,45,7,129818.39,9217.55
8749,2,1,0,Male,15701238,Chia,683,47,1,0.0,148989.15
1263,1,0,0,Female,15726557,Lai,638,42,7,165679.92,32916.29
4833,1,1,0,Male,15807003,Jennings,762,32,10,191775.65,179657.83
3894,1,1,0,Male,15735687,Chinweuba,595,37,2,157084.99,134767.13
6323,1,0,0,Male,15615828,Mitchell,550,34,8,122359.5,116495.55
9212,2,1,1,Female,15605339,Baker,673,37,10,0.0,37411.35
7019,1,1,1,Male,15699839,Hall,637,36,2,152606.82,71692.8
1220,2,1,1,Female,15654654,L?,725,33,7,115182.84,177279.41
1446,1,0,1,Male,15680855,Iloabuchi,637,33,2,145731.83,109219.43
3184,1,1,1,Male,15631070,Gerasimova,667,55,9,154393.43,137674.96
408,2,1,1,Male,15701376,K'ung,668,37,10,152958.29,159585.61
4344,2,0,0,Female,15585427,Madueke,528,26,10,102073.67,166799.93
3021,1,1,1,Male,15574305,T'ang,680,36,3,116275.12,63795.8
2303,1,0,1,Male,15635078,Chiemela,714,45,0,124693.48,187194.15
6271,1,1,1,Male,15620756,Stokes,747,49,6,202904.64,17298.72
8280,2,0,1,Male,15745716,McGregor,706,53,7,0.0,117939.17
6641,2,1,1,Female,15591942,Zito,611,33,7,0.0,3729.89
6955,1,1,0,Male,15697042,Genovesi,738,35,8,127290.61,16081.62
2109,2,0,1,Male,15589224,Moore,596,41,5,0.0,141053.85
5351,1,1,1,Male,15679048,Koger,558,41,2,124227.14,111184.67
9683,2,0,1,Male,15607112,Chiawuotu,606,32,6,0.0,36540.63
8343,1,1,0,Female,15591698,P'eng,849,49,9,132934.89,171056.65
4549,2,0,0,Male,15587611,Kauffmann,537,59,9,0.0,103799.77
1880,2,1,0,Female,15811314,Y?,589,36,9,140355.56,136329.96
5945,2,0,1,Female,15722533,Logue,716,40,3,0.0,167636.15
1737,1,1,1,Male,15683677,Schiavone,769,39,9,0.0,47722.79
7793,2,1,1,Male,15798885,Burns,585,56,4,138227.19,55287.84
5212,1,0,1,Male,15621611,Gibson,742,55,5,155196.17,121207.66
3208,1,1,0,Male,15717893,Briggs,607,36,8,143421.74,97879.02
7082,2,1,1,Male,15667451,Taylor,733,36,5,0.0,109127.54
2055,1,0,0,Male,15705991,Kenenna,469,38,9,113599.42,11950.29
1688,2,0,1,Female,15804610,Valdez,601,41,1,0.0,160607.06
4779,3,0,0,Male,15711843,Pisani,613,40,1,147856.82,107961.11
7475,1,0,0,Male,15599152,Lai,698,31,1,156111.24,134790.74
7876,1,1,0,Male,15757607,Matveyeva,623,45,0,0.0,196533.72
6749,1,0,1,Female,15653404,Aliyev,684,24,9,79263.9,196574.48
8555,1,1,1,Male,15638329,Uspensky,522,25,1,111432.13,168683.57
8122,1,1,1,Female,15603749,Galkina,564,53,2,45472.28,41055.71
6990,2,1,1,Male,15648725,Sinclair,660,41,3,0.0,108665.89
8266,2,1,0,Female,15706764,Spencer,560,35,1,0.0,3701.63
8539,1,1,1,Female,15668594,Diggs,620,25,1,137712.01,76197.05
3392,1,1,1,Male,15725429,Vincent,623,33,8,96759.42,174777.98
6325,1,1,1,Male,15615797,Hyde,743,59,5,108585.35,192127.22
3528,1,1,1,Male,15612769,Carr,692,28,5,61581.97,70179.91
4604,1,0,1,Male,15731760,Butcher,681,25,5,0.0,90860.97
7023,2,1,0,Male,15605791,Li,524,29,9,144287.6,32063.3
6321,1,1,1,Male,15689096,Beneventi,590,47,0,117879.32,8214.46
745,2,1,1,Male,15640059,Smith,606,40,5,0.0,70899.27
710,1,0,0,Male,15722548,Fisher,540,48,0,148116.48,116973.48
379,3,0,0,Female,15629677,Distefano,687,39,2,0.0,188150.6
8782,2,1,1,Female,15809057,Lu,600,27,6,0.0,172031.22
3011,1,1,0,Male,15773447,Fomin,526,30,8,0.0,36251.0
8858,2,0,1,Male,15668009,Hendley,747,37,1,0.0,180551.76
7152,1,0,0,Male,15737998,Cheng,529,46,8,0.0,126511.94
8566,1,0,0,Female,15622985,Lin,679,39,4,0.0,172939.3
3497,2,0,0,Female,15588944,Maughan,456,63,1,165350.61,140758.07
3889,2,0,0,Female,15756150,Alexander,418,39,2,0.0,9041.71
4484,2,1,1,Female,15595136,Kryukov,645,37,1,0.0,68987.55
4011,1,1,1,Male,15732307,Lavrentiev,694,33,4,124067.32,77906.87
2619,1,0,0,Male,15800062,Lanford,850,49,8,0.0,25867.67
6670,2,1,1,Female,15667932,Bellucci,758,43,10,0.0,55313.44
6512,2,1,1,Male,15795429,Henderson,487,24,7,133628.09,98570.01
3467,2,0,1,Female,15771509,Hirst,538,42,1,98548.62,94047.75
1313,2,1,1,Male,15576602,Lawrence,809,38,3,0.0,80061.31
8605,2,1,1,Female,15748920,Cherkasova,561,49,8,0.0,12513.07
2069,1,1,1,Male,15790379,Rowe,629,28,8,108601.0,119647.7
2982,2,1,0,Female,15798659,Kennedy,526,43,3,0.0,31705.19
5914,2,0,1,Male,15726058,Cattaneo,754,27,7,117578.35,87908.01
9170,3,0,1,Male,15616028,T'ao,694,30,2,0.0,15039.41
1285,1,1,1,Female,15658532,Nnamutaezinwa,520,63,5,162278.32,34765.33
8990,2,1,1,Male,15729065,Mackay,784,28,2,109960.06,170829.87
8429,2,1,1,Male,15681671,Nkemjika,850,28,2,101100.22,35337.31
1349,1,1,0,Male,15778135,T'ao,575,43,3,0.0,83594.51
2611,1,1,1,Male,15746564,O'Sullivan,566,42,3,108010.78,157486.1
9494,2,0,1,Male,15688951,Stoneman,789,43,8,119654.44,148412.24
3668,1,0,0,Female,15586133,Pisano,666,44,2,122314.5,68574.88
2221,1,1,0,Female,15736069,Hsing,767,35,6,132253.22,115566.57
427,1,1,1,Male,15806964,Utz,702,45,0,80793.58,27474.81
653,1,1,1,Male,15664610,Campbell,459,48,4,133994.52,19287.06
9913,1,0,1,Female,15590177,Chiedozie,718,44,1,133866.22,139049.24
3535,1,1,1,Male,15626882,Stobie,662,37,5,94901.09,48233.75
7736,1,1,1,Female,15685640,Dancy,649,41,3,130931.83,144808.37
3245,1,0,1,Female,15768151,Romano,514,45,3,109032.23,155407.21
4740,1,1,1,Male,15618661,Chidubem,535,30,6,103804.97,125710.53
9068,2,1,0,Female,15692235,Bellucci,750,38,1,0.0,47764.99
4099,1,0,1,Male,15720509,Hs?,696,34,9,150856.79,8236.78
4100,1,0,1,Female,15693322,Shaver,635,37,9,146748.07,11407.58
6959,1,0,1,Female,15705403,Seleznyova,617,46,3,106521.49,86587.37
611,2,1,0,Female,15603203,Avdeyeva,650,27,6,0.0,1002.39
4288,1,1,1,Female,15762882,Manna,577,31,4,61211.18,145250.43
8570,1,0,1,Female,15711457,Herz,755,28,7,124540.28,188850.89
9712,2,1,1,Male,15701768,Tung,637,32,3,0.0,197827.06
1543,1,1,1,Male,15747677,Gordon,656,69,6,163975.09,36108.5
9535,1,1,1,Male,15581551,Yobachukwu,850,41,8,132838.07,175347.28
3853,2,0,1,Male,15631392,Douglas,654,43,9,84673.17,82081.35
554,1,1,0,Male,15711309,Sumrall,574,33,3,129834.67,193131.42
6365,2,0,0,Female,15576196,Benson,743,48,5,118207.69,186489.14
511,2,1,0,Female,15761043,Macleod,632,38,6,86569.76,98090.91
3206,1,1,0,Male,15596761,Hawdon,515,60,9,113715.36,18424.24
8084,1,1,1,Male,15736146,Afamefula,608,28,4,96679.71,49133.45
967,2,0,0,Female,15720893,Gilbert,637,34,9,0.0,26057.08
6043,2,1,0,Male,15760851,Gratton,629,31,6,0.0,93881.75
6879,1,0,1,Male,15772618,Tyler,665,25,7,90920.75,112256.57
6775,1,1,0,Female,15751455,Boyle,469,48,5,0.0,160529.71
3295,1,1,0,Female,15654296,Estrada,754,19,9,0.0,189641.11
8701,1,1,1,Male,15667093,Onio,673,37,2,0.0,13624.02
3429,1,0,0,Female,15674678,Bradley,731,43,9,79120.27,548.52
8870,1,1,1,Male,15789560,Clark,668,42,8,187534.79,32900.41
6962,1,1,0,Female,15683892,Fraser,677,26,3,102395.79,119368.99
2088,2,0,1,Female,15615020,Nnaife,595,41,9,150463.11,81548.38
8499,2,0,1,Male,15784918,Brown,498,35,2,121968.11,188343.05
6162,1,1,1,Male,15627385,Uwaezuoke,748,34,5,84009.47,137001.1
3210,1,1,1,Female,15733964,Russo,606,53,1,109330.06,75860.01
9200,1,0,0,Female,15567923,Barese,739,30,6,0.0,122604.44
6605,2,1,0,Female,15645029,Knowles,771,33,5,0.0,8673.43
1109,2,1,0,Male,15616330,Liao,595,31,4,0.0,189995.86
5728,2,1,1,Male,15680197,Thynne,701,41,10,0.0,146257.77
7829,2,0,1,Female,15625445,Parkin,572,36,8,68348.18,50400.32
1038,1,1,1,Male,15581479,Archer,523,30,1,83181.29,138176.78
